UF;Protocolo;Descrição;Projeto;Ação;Início do Atendimento;Fim do Atendimento;Instrumento
SC;SC0077626;"• Plantão Fiscal
Informações gerais CND";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:01;28/05/2020 08:07;Informação Presencial
SC;SC0077637;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:16;28/05/2020 08:23;Orientação Técnica Presencial
SC;SC0077643;"• Plantão Fiscal
Informações gerais para contador - VINCULAÇÃO CONTADOR";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:22;28/05/2020 08:24;Informação Presencial
SC;SC0077645;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:27;28/05/2020 08:44;Orientação Técnica Presencial
SC;SC0077656;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS E AS GUIAS  DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:45;28/05/2020 08:47;Orientação Técnica Presencial
SC;SC0077659;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA CRIAR LOGIN E SENHA NO BETHA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:48;28/05/2020 08:54;Orientação Técnica Presencial
SC;SC0077664;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 08:55;28/05/2020 09:02;Orientação Técnica Presencial
SC;SC0077677;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 09:03;28/05/2020 09:30;Orientação Técnica Presencial
SC;SC0077694;Entrada ao processo de viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 09:30;28/05/2020 09:32;Orientação Técnica Presencial
SC;SC0077708;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER A DECLARAÇÃO ANUAL, AS DECLARAÇÕES ATRASADAS, E PARCELAR A DIVIDA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 09:42;28/05/2020 09:50;Orientação Técnica Presencial
SC;SC0077761;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA INCLUIR ATIVIDADES, E POSTERIORMENTE NO BETHA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 10:16;28/05/2020 10:20;Orientação Técnica Presencial
SC;SC0077768;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS DO PARCEAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 10:20;28/05/2020 10:31;Orientação Técnica Presencial
SC;SC0077786;CLIENTE BUSCO A SALA DO EMPREENDEDOR PARA IMPRIMIR AS NOTAS FISCAIS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 10:32;28/05/2020 10:48;Orientação Técnica Presencial
SC;SC0077835;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:02;28/05/2020 11:10;Orientação Técnica Presencial
SC;SC0077851;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA PARCELAR SUA DIVIDA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:12;28/05/2020 11:15;Orientação Técnica Presencial
SC;SC0077858;"REALIZADA ABERTURA DE MEI, JUNTAMENTE COM A SALA DO EMPREENDEDOR.
ORIENTADO SOBRE OS DEVERES E DIRETOS DO MEI.
REALIZADA E EMISSÃO E ENTREGA DO  DAS.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:16;28/05/2020 11:30;Orientação Técnica Presencial
SC;SC0077874;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PRA SAIR DA INFORMALIDADE;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:23;28/05/2020 11:40;Orientação Técnica Presencial
SC;SC0077908;Cliente compareceu na Sala do Empreendedor com a viabilidade da prefeitura para realizar a abertura do MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:48;28/05/2020 11:59;Orientação Técnica Presencial
SC;SC0077914;Cliente buscou a sala do empreendedor para imprimir parcela 14 e 15 do parcelamento;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 11:57;28/05/2020 12:00;Orientação Técnica Presencial
SC;SC0077919;Cliente buscou a sala do empreendedor para emitir Nota de Serviço;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 12:02;28/05/2020 12:31;Orientação Técnica Presencial
SC;SC0077925;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA ABRIR SUA EMPRESA E SAIR DA INFORMALIDADE;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 12:27;28/05/2020 12:37;Orientação Técnica Presencial
SC;SC0077928;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 12:31;28/05/2020 12:45;Orientação Técnica Presencial
SC;SC0077931;Informações refente a auxilio emergencial.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 12:35;28/05/2020 12:36;Informação Presencial
SC;SC0077943;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 13:06;28/05/2020 13:08;Orientação Técnica Presencial
SC;SC0077944;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER A DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 13:08;28/05/2020 13:10;Orientação Técnica Presencial
SC;SC0077948;buscou a sala do empreendedor para tirar duvidas de financiamentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 13:12;28/05/2020 13:13;Orientação Técnica Presencial
SC;SC0077997;Informações referente a viabilidade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 13:47;28/05/2020 13:48;Informação a Distância
SC;SC0078197;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 15:55;28/05/2020 15:55;Orientação Técnica Presencial
SC;SC0078252;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 16:28;28/05/2020 16:29;Orientação Técnica Presencial
SC;SC0078333;AT;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;28/05/2020 18:30;28/05/2020 18:31;Orientação Técnica Presencial
SC;SC0078347;EMISSÃO DE NOTA FISCAL DE SERVIÇO AVULSA.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:35;29/05/2020 06:39;Orientação Técnica Presencial
SC;SC0078348;EMISSÃO NOTA FISCAL DE SERVIÇO AVULSA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:39;29/05/2020 06:41;Orientação Técnica Presencial
SC;SC0078349;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:43;29/05/2020 06:44;Orientação Técnica Presencial
SC;SC0078350;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:44;29/05/2020 06:45;Orientação Técnica Presencial
SC;SC0078351;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:45;29/05/2020 06:49;Orientação Técnica Presencial
SC;SC0078352;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:49;29/05/2020 06:50;Orientação Técnica Presencial
SC;SC0078353;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:50;29/05/2020 06:51;Orientação Técnica Presencial
SC;SC0078354;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:51;29/05/2020 06:51;Orientação Técnica Presencial
SC;SC0078355;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:52;29/05/2020 06:53;Orientação Técnica Presencial
SC;SC0078356;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:53;29/05/2020 06:54;Orientação Técnica Presencial
SC;SC0078357;EMISSÃO DE NOTA AVULSA DE SERVIÇO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 06:54;29/05/2020 06:55;Orientação Técnica Presencial
SC;SC0078360;Cliente compareceu com a viabilidade da prefeitura para registro do MEI. Formalizamos sua empresa através do PORTAL DO EMPREENDEDOR e informamos sobre os procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade. Oferecemos Cursos e Consultorias e todo suporte de apoio da Sala do Empreendedor em parceria com o SEBRAE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 07:53;29/05/2020 08:02;Orientação Técnica Presencial
SC;SC0078366;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:11;29/05/2020 08:18;Orientação Técnica Presencial
SC;SC0078368;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:18;29/05/2020 08:24;Orientação Técnica Presencial
SC;SC0078372;Cliente pretende dar baixa no MEI. Orientamos o cliente sobre o processo de baixa do Portal do Empreendedor e nos órgãos municipais, lembramos o cliente que se o mesmo possui inscrição estadual que deve dar baixa na Secretaria da Fazenda e fazer a declaração de extinção no portal do empreendedor ou no Sebrae;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:24;29/05/2020 08:27;Orientação Técnica Presencial
SC;SC0078376;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:27;29/05/2020 08:37;Orientação Técnica Presencial
SC;SC0078378;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:30;29/05/2020 08:31;Orientação Técnica Presencial
SC;SC0078379;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA DE PRODUTO.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:32;29/05/2020 09:05;Orientação Técnica Presencial
SC;SC0078386;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:39;29/05/2020 08:40;Orientação Técnica Presencial
SC;SC0078388;Cliente compareceu com a viabilidade da prefeitura para registro do MEI. Formalizamos sua empresa através do PORTAL DO EMPREENDEDOR e informamos sobre os procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade. Oferecemos Cursos e Consultorias e todo suporte de apoio da Sala do Empreendedor em parceria com o SEBRAE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 08:41;29/05/2020 09:55;Orientação Técnica Presencial
SC;SC0078413;CLIENTE  BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR NOTA FISCAL DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:08;29/05/2020 09:19;Orientação Técnica Presencial
SC;SC0078418;Formalização do MEI e emissão de guia DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:12;29/05/2020 09:23;Orientação Técnica Presencial
SC;SC0078424;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:22;29/05/2020 09:22;Orientação Técnica Presencial
SC;SC0078434;Cliente compareceu com a viabilidade da prefeitura para registro do MEI. Formalizamos sua empresa através do PORTAL DO EMPREENDEDOR e informamos sobre os procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade. Oferecemos Cursos e Consultorias e todo suporte de apoio da Sala do Empreendedor em parceria com o SEBRAE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:26;29/05/2020 09:40;Orientação Técnica Presencial
SC;SC0078453;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:45;29/05/2020 09:45;Orientação Técnica Presencial
SC;SC0078463;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:49;29/05/2020 09:59;Orientação Técnica Presencial
SC;SC0078473;Cliente compareceu com a viabilidade da prefeitura para registro do MEI. Formalizamos sua empresa através do PORTAL DO EMPREENDEDOR e informamos sobre os procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade. Oferecemos Cursos e Consultorias e todo suporte de apoio da Sala do Empreendedor em parceria com o SEBRAE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 09:55;29/05/2020 10:53;Orientação Técnica Presencial
SC;SC0078478;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:00;29/05/2020 10:01;Orientação Técnica Presencial
SC;SC0078485;Abertura de MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:06;29/05/2020 10:16;Orientação Técnica Presencial
SC;SC0078520;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:47;29/05/2020 11:00;Orientação Técnica Presencial
SC;SC0078525;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:53;29/05/2020 10:58;Orientação Técnica Presencial
SC;SC0078529;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:58;29/05/2020 11:00;Orientação Técnica Presencial
SC;SC0078533;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR SUA DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:00;29/05/2020 11:02;Orientação Técnica Presencial
SC;SC0078534;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:00;29/05/2020 11:02;Orientação Técnica Presencial
SC;SC0078540;Cliente compareceu em nossa agência solicitando orientações para alteração de endereço do MEI. Orientamos sobre a necessidade de ir até a prefeitura da cidade e solicitar uma viabilidade para realizar a alteração do endereço do MEI. Orientamos também sobre procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:02;29/05/2020 11:08;Orientação Técnica Presencial
SC;SC0078543;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:02;29/05/2020 11:03;Orientação Técnica Presencial
SC;SC0078544;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:02;29/05/2020 11:06;Orientação Técnica Presencial
SC;SC0078546;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR ALTERAÇÃO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:02;29/05/2020 11:17;Orientação Técnica Presencial
SC;SC0078548;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:04;29/05/2020 11:05;Orientação Técnica Presencial
SC;SC0078551;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:06;29/05/2020 11:07;Orientação Técnica Presencial
SC;SC0078552;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:06;29/05/2020 11:07;Orientação Técnica Presencial
SC;SC0078556;Cliente compareceu em nossa agência, solicitando orientações para declaração de Imposto de Renda Anual do MEI. Orientamos o cliente a preencher o relatório das receitas brutas. Efetivamos através do Portal do Empreendedor. Orientamos sobre os procedimentos juntos aos órgãos competentes municipais, estaduais e Federais e oferecemos também os Cursos e Consultorias.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:08;29/05/2020 11:09;Orientação Técnica Presencial
SC;SC0078557;Cliente compareceu com a viabilidade da prefeitura para registro do MEI. Formalizamos sua empresa através do PORTAL DO EMPREENDEDOR e informamos sobre os procedimentos junto aos órgãos competentes municipais, estaduais e Federais e também sobre questões fiscais inerentes a sua atividade. Oferecemos Cursos e Consultorias e todo suporte de apoio da Sala do Empreendedor em parceria com o SEBRAE.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:08;29/05/2020 11:42;Orientação Técnica Presencial
SC;SC0078563;"Cliente compareceu a sala do empreendedor para dar baixa nas guias, pois estava recebendo o auxílio-doença.
Realizamos as baixas e orientamos a não realizar o pagamento das guias enquanto receber o auxílio-doença.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:10;29/05/2020 11:12;Orientação Técnica Presencial
SC;SC0078570;Cliente compareceu a sala do empreendedor para realizar o passo a passo da nota fiscal de prestação de serviços.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:13;29/05/2020 11:16;Orientação Técnica Presencial
SC;SC0078572;Entrada ao processo de viabilidade, emissão do cartão CNPJ.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:15;29/05/2020 11:18;Orientação Técnica Presencial
SC;SC0078576;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:18;29/05/2020 11:20;Orientação Técnica Presencial
SC;SC0078581;Cliente compareceu em nossa agência para emissão de Guias de pagamento (DAS) pendentes junto ao INSS. Acessamos o Portal do Empreendedor e imprimimos as guias correspondentes.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 11:21;29/05/2020 11:25;Orientação Técnica Presencial
SC;SC0078605;ABERTURA MEI - CABELEIREIRO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 10:45;29/05/2020 12:00;Consultoria Presencial
SC;SC0078631;Informações a respeito da regularização no município.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:02;29/05/2020 12:03;Informação Presencial
SC;SC0078643;BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:21;29/05/2020 12:41;Orientação Técnica Presencial
SC;SC0078644;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR SUAS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:23;29/05/2020 12:35;Orientação Técnica Presencial
SC;SC0078648;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA PODER IMPRIMIR SUAS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:35;29/05/2020 12:38;Orientação Técnica Presencial
SC;SC0078652;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER AS NOTAS DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:41;29/05/2020 12:42;Orientação Técnica Presencial
SC;SC0078653;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR SUAS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:41;29/05/2020 12:44;Orientação Técnica Presencial
SC;SC0078654;BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:42;29/05/2020 12:50;Orientação Técnica Presencial
SC;SC0078656;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE PRODUTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:45;29/05/2020 12:49;Orientação Técnica Presencial
SC;SC0078658;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:50;29/05/2020 12:53;Orientação Técnica Presencial
SC;SC0078660;BUSCOU A SALA DO EMPREENDEDOR PRA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:51;29/05/2020 12:53;Orientação Técnica Presencial
SC;SC0078661;BUSCOU A SALA DO EMPREENDEDOR PARA RETIRAR O ALVARA E CRIAR USUARIO E SENHA PARA IMPRIMIR AS NOTAS DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:53;29/05/2020 12:59;Orientação Técnica Presencial
SC;SC0078662;BUSCOU A SALA DO EMPREENDEDOR PARA PARCELAR SUA DIVIDA REFERENTE AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 12:59;29/05/2020 13:05;Orientação Técnica Presencial
SC;SC0078665;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:05;29/05/2020 13:06;Orientação Técnica Presencial
SC;SC0078672;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:15;29/05/2020 13:15;Informação Presencial
SC;SC0078676;Viabilidade Refeita;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:18;29/05/2020 13:18;Informação Presencial
SC;SC0078678;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:19;29/05/2020 13:20;Informação Presencial
SC;SC0078684;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:22;29/05/2020 13:22;Informação Presencial
SC;SC0078694;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:25;29/05/2020 13:25;Informação Presencial
SC;SC0078695;Declaração para enviar a Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:26;29/05/2020 13:26;Informação Presencial
SC;SC0078697;Baixa do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:27;29/05/2020 13:27;Informação Presencial
SC;SC0078699;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:29;29/05/2020 13:29;Informação Presencial
SC;SC0078702;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:31;29/05/2020 13:32;Informação Presencial
SC;SC0078704;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:32;29/05/2020 13:33;Informação Presencial
SC;SC0078705;Baixa do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:33;29/05/2020 13:34;Informação Presencial
SC;SC0078708;Baixa do Mei;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:34;29/05/2020 13:35;Informação Presencial
SC;SC0078710;Viabilidade;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:36;29/05/2020 13:37;Informação Presencial
SC;SC0078712;Retirada de Documentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;29/05/2020 13:37;29/05/2020 13:38;Informação Presencial
